,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
46,mighty duke,total dis order,5lGu6LnHAbZJyVyVk9cD8U,0.773,0.725,3,-12.931,1,0.0429,0.0803,0.000382,0.0714,0.958,128.235
47,various artists,far from finished,7b2eOI6RKPPcqqdMnCOcQR,0.605,0.821,10,-5.558,0,0.154,0.23,0.0,0.105,0.835,104.033
48,various artists,jump,5Oe39YjfLgr9bPh7JG1j7V,0.656,0.906,7,-5.265,1,0.0486,0.000271,5.61e-05,0.033,0.68,155.011
49,various artists,wave wid me,3IOvWPwF1PXTD4OQ5no45s,0.802,0.682,11,-6.717,1,0.0365,0.00147,0.0,0.16,0.832,107.013
50,various artists,whoa donkey,60ZVpMA4EkjHmCBlseQTvM,0.712,0.878,9,-7.899,1,0.085,0.000216,0.48,0.0925,0.71,134.411
51,"pavol hammel, prúdy",in the mean time,3K1TeWSwClB075M0KPQrPp,0.598,0.703,6,-9.117,1,0.0934,3.51e-05,3.35e-06,0.281,0.907,75.475
52,various artists,sing in the party,02KBvh3N2OobcJebwyHGJJ,0.751,0.863,2,-6.361,1,0.0425,0.0222,0.00121,0.0313,0.917,112.06
53,machel montano,happiest man alive,5F3Ijaofeyv7AC2LgymSOH,0.854,0.893,2,-4.405,1,0.0587,0.426,0.0,0.0724,0.739,121.985
54,shadow,stranger,4cht5aaAj57nUVWpM40L4c,0.791,0.816,11,-6.839,0,0.0999,0.12,0.0,0.0627,0.743,132.121
55,various artists,trinidad,0xxxTdjm9hChcBYyZJ8rXS,0.779,0.734,9,-7.253,1,0.218,0.00111,0.0,0.0739,0.741,155.341
56,mighty sparrow,miss mary medley,0BfAzzHfdNdPJxPbASOFV5,0.429,0.753,10,-9.355,0,0.0668,0.0211,0.0011,0.0813,0.93,190.134
57,various artists,palms on de ground,7gpveUm4dUjKEbh46W5KRL,0.771,0.941,1,-7.516,1,0.0704,0.472,0.042,0.328,0.962,150.935
58,various artists,bitein incex (we love de),1h9CmOE1tIRtU3kUYZpkB5,0.817,0.914,7,-7.656,1,0.0366,0.0103,0.00828,0.322,0.672,118.883
59,various artists,feels like i'm home again,1rd1OgVjWmyY0MXya8oDRq,0.681,0.931,11,-6.908,1,0.0477,0.0006,0.000864,0.0431,0.925,117.982
60,various artists,gyal farm,0YKJ3Hl6QbtoQ46sQtBd7Q,0.616,0.946,11,-5.544,0,0.199,0.0198,0.0,0.396,0.646,122.929
62,machel montano,you,1MxjXyupZcZ3OFSj0K39fB,0.492,0.953,8,-1.004,1,0.255,0.0878,0.0,0.0707,0.791,156.93
63,various artists,hold ya bam bam,5AQbcTkvpl8irCdFOjF71f,0.795,0.896,1,-6.688,1,0.0471,0.00673,5.64e-06,0.0837,0.967,129.731
64,various artists,get on,20xMfsI1oNOxRRPmz6isyA,0.677,0.872,10,-4.114,0,0.0953,0.00383,0.0,0.0565,0.6,160.02
65,various artists,soca train,1ONaLapONbxDdThW1FI1gH,0.768,0.918,10,-5.173,0,0.0637,0.00659,0.0,0.326,0.907,117.983
66,various artists,tribute to sundar,59Orcez9hIBe3KZ561J5f3,0.426,0.877,2,-8.336,1,0.122,0.0216,0.0582,0.0295,0.716,198.185
67,david rudder,madness,6cTVUICdB3NIKD8wVIkNrZ,0.781,0.751,0,-11.085,1,0.0408,0.535,0.0,0.276,0.94,115.716
68,various artists,ragga poom poom,03fCrPfkxrzpG88F1eI770,0.512,0.918,0,-6.105,0,0.0598,0.0445,0.00926,0.0665,0.969,131.871
69,various artists,bitin incex,4u51ZO3SBvSRoMizfo4tAJ,0.804,0.959,0,-4.505,1,0.0372,0.00625,0.0,0.253,0.878,118.881
70,various artists,movin',6c5fzIabjARvfleaqkz8Bb,0.705,0.926,10,-7.037,1,0.216,0.198,5.97e-06,0.112,0.964,140.065
71,machel montano,footsteps (feat. wayne rodriguez),6Wq2U3xlL953CurfNLWfeM,0.88,0.949,9,-5.992,0,0.193,0.128,0.0,0.258,0.891,142.954
72,various artists,hold ya foot up & jump,4WDWYD604qHwJl1lVIZuTc,0.645,0.98,5,-5.604,0,0.39,0.0671,0.0,0.208,0.614,139.032
73,mighty sparrow,saltfish,22XLpzseYhfFJwQ2IzV5ju,0.729,0.715,0,-8.261,1,0.0392,0.162,2.41e-05,0.0872,0.899,96.937
74,various artists,breathless (feat. blaxx),1BYZZxsZGMAxzG2sMjby0l,0.782,0.886,11,-6.275,1,0.0886,0.00725,0.0333,0.0711,0.857,161.012
75,various artists,rollin',0w6IdovoMpwt9vR0tYCK5V,0.833,0.968,7,-4.698,1,0.142,0.0267,0.0,0.077,0.56,134.55
76,machel montano,push bumpers,6EkX1HszOoSpP4DAOlMqzE,0.901,0.848,11,-4.674,1,0.0553,0.143,0.0,0.0921,0.939,111.931
77,various artists,hard wine,7HvUtTBGl33OCEE9OOntfA,0.86,0.862,8,-6.313,1,0.11,0.00385,2.48e-05,0.0484,0.93,143.384
78,various artists,mash it up,5jdM7zBSoAbVWSLvEj01Pf,0.801,0.815,1,-3.095,0,0.199,0.0597,0.0,0.139,0.398,164.974
79,various artists,your body working,4uYEsArYXSas1ZTtdBSXN8,0.903,0.953,6,-3.712,1,0.26,0.0747,0.0,0.116,0.973,140.016
0,"ciaran lavery, joshua burnside",if i could only fly,2kIvpCKWEWJnIi5oyU6gXK,0.533,0.138,5,-15.481,1,0.0356,0.824,2.34e-05,0.459,0.127,92.35
1,liza anne,thin ice,7EdqI2yCywlX79fr6f8a8H,0.475,0.635,8,-7.617,1,0.0345,0.565,0.000556,0.109,0.537,84.822
2,becca mancari,golden (acoustic),3tsrOkDmaJg60XJMkEmYpp,0.359,0.17,4,-10.915,1,0.0308,0.91,0.000238,0.11,0.178,137.062
3,leif vollebekk,long blue light,3gaH1EhTC53WZeFRj3hGtp,0.552,0.485,9,-9.111,1,0.0332,0.517,0.106,0.164,0.51,71.548
4,beta radio,realistic city living,4ZlDv7wSEWFbNQtVqAWdU0,0.544,0.222,0,-15.318,1,0.0361,0.532,0.0645,0.0969,0.312,99.959
5,julie byrne,follow my voice,7pT3faDXSC5tNAlIKmtrYf,0.408,0.0811,2,-14.655,1,0.0402,0.959,4.38e-05,0.133,0.177,111.263
6,molly sarlé,human,4uBiUTHSuuRT4CtEoZHz2f,0.554,0.424,0,-8.761,1,0.0268,0.322,0.363,0.1,0.708,107.377
7,humbird,pharmakon,2J2oWsC3KGoqdUMIwcMRMU,0.687,0.234,9,-12.559,1,0.029,0.848,7.72e-06,0.116,0.339,95.023
8,jade bird,uh huh - acoustic,7lqJKQZ3YmtS2fsELnpNk3,0.368,0.441,4,-6.656,1,0.0457,0.599,0.0,0.145,0.297,192.461
9,villagers,nothing arrived - live from spotify london,0kb10fZdI2pvDKY3zc0Gs1,0.572,0.426,7,-11.633,1,0.0394,0.929,0.00184,0.676,0.43,102.694
10,i'm with her,call my name - acoustic,3cTbjXWKsCm1hg3TrUlFXC,0.57,0.186,8,-10.603,1,0.0318,0.93,0.0,0.115,0.319,76.45
11,laura marling,only the strong,6c1LDkyXooBQWELWZlDwCt,0.659,0.2,7,-16.501,0,0.0307,0.883,0.0075,0.113,0.381,93.316
12,henry jamison,real peach - recorded at spotify studios nyc,2eIYmspGt58UeXPNUsp1oW,0.379,0.194,9,-12.644,1,0.0438,0.901,1.19e-05,0.139,0.436,170.097
13,angel snow,low,2OlPRzJZXGsOkJ6TwBgvs8,0.53,0.456,9,-8.632,1,0.0299,0.755,0.00173,0.116,0.279,76.976
14,gillian welch,hard times,3FJ46AfhOr2TyfhVTlK1sj,0.627,0.18,6,-11.696,1,0.0376,0.981,0.000373,0.107,0.466,134.247
15,"ainslie wills, old sea brigade",detour,7DEY4XYmucW9CajmANlscn,0.793,0.33,5,-10.986,1,0.0334,0.808,0.000981,0.0787,0.498,86.007
16,sarah jarosz,build me up from bones,1I9dSqB5XSdwOfn9M8zpRg,0.53,0.283,5,-11.962,1,0.0367,0.876,0.000141,0.106,0.282,114.982
18,aoife o'donovan,stanley park - recorded at spotify studios nyc,3EIRyXhoQP8zglbqDif1NX,0.422,0.272,1,-10.401,1,0.034,0.829,8.22e-05,0.0825,0.205,80.593
20,sam moss,rust,4Ob6C4hbiVGVAmP0nP1i4U,0.377,0.294,6,-16.106,0,0.0334,0.889,0.17,0.122,0.277,127.736
21,sarah jarosz,hometown,4Ffh52csT3bI7hVoih1vo1,0.584,0.273,9,-12.806,1,0.0357,0.853,0.000109,0.102,0.47,149.757
23,ray lamontagne,i was born to love you,3YllcvA3PW1DUwjckCVjIw,0.659,0.236,9,-12.56,1,0.0304,0.84,6.32e-05,0.206,0.216,78.088
24,joshua burnside,holllllogram,5imyK8dza7bwb6TNDFxCmQ,0.683,0.197,5,-11.969,1,0.0469,0.874,0.00104,0.0967,0.379,118.275
27,nick mulvey,fever to the form,1QJnDJuYOGj05iSc4eWGr5,0.358,0.546,0,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489
28,aoife o'donovan,nebraska - acoustic,0gEOycr5Mb2WJaqZwcIyjn,0.523,0.108,2,-12.895,1,0.0357,0.937,1.27e-06,0.143,0.334,147.524
29,old sea brigade,seen a ghost - acoustic,5la2ozbor0IXdyxb1UlIdS,0.774,0.172,7,-12.967,1,0.0491,0.895,8.34e-05,0.107,0.195,123.07
30,dustin tebbutt,the breach,1WXVfFRD89EtVURD4Tbixo,0.629,0.585,1,-8.563,1,0.0269,0.614,0.0725,0.129,0.523,102.984
31,i'm with her,crescent city,32lWsea1J8tfeqvmRAX1Av,0.542,0.136,1,-14.797,0,0.0348,0.937,6.92e-05,0.11,0.37,105.503
33,noah gundersen,first defeat,57FqmzNGTziRPCyuqaUrHo,0.519,0.214,5,-11.243,1,0.0298,0.858,0.0021,0.118,0.229,144.411
34,trousdale,wouldn't come back,1zeQjPT367QcGrkpIXYjuW,0.602,0.234,11,-9.419,1,0.0334,0.635,2.54e-06,0.0987,0.307,124.964
35,"alana henderson, joshua burnside",on board,5WCp8teE5DiS3lYl2EftcU,0.501,0.342,1,-8.726,1,0.0273,0.838,3.69e-06,0.12,0.165,110.855
36,dustin tebbutt,resin,6AmrRS8slCMxGUZePjV6dH,0.259,0.373,1,-12.925,0,0.0275,0.895,0.181,0.118,0.196,83.295
37,taylor swift,coney island (feat. the national),3k7ne7VmH43ZPWxPdvPUgR,0.537,0.537,8,-11.266,1,0.0617,0.819,0.000904,0.142,0.292,107.895
38,courtney marie andrews,if i told,2Ckv1DTVTt5UPdnWutOO7h,0.283,0.221,10,-15.344,1,0.0423,0.841,0.000595,0.0975,0.299,80.413
39,hozier,work song,4Vc3bzFxXdrABa2DxgyCMT,0.531,0.359,10,-7.672,1,0.0619,0.749,0.0,0.112,0.254,121.249
40,rayland baxter,olivia,75ATxsSO6V87RSR4UXLj2G,0.629,0.551,7,-9.44,1,0.0321,0.685,2.88e-05,0.0889,0.698,81.995
41,buck meek,halo light,6T6elHOwbZDoZauaaJF82F,0.613,0.446,1,-11.749,1,0.0388,0.453,9.44e-05,0.145,0.352,77.455
42,blanco white,olalla,4d4OJTq2Yl7TyiuGMLxa1h,0.572,0.409,3,-11.384,1,0.0377,0.662,0.296,0.125,0.351,129.983
43,sharon van etten,on your way now,0yuJ0JBqxeGV5aGjIGe635,0.624,0.287,9,-12.281,1,0.0248,0.699,0.00157,0.0958,0.247,91.932
44,angus & julia stone,nothing else,33ZjZqqFuGRTPjNVqO0h8o,0.708,0.302,4,-13.582,1,0.0397,0.884,0.0351,0.102,0.37,123.99
46,rosie carney,high and dry,0GehqN1MkS7feXJWWk97KU,0.474,0.145,4,-14.402,1,0.0348,0.911,0.000991,0.126,0.157,106.597
47,iron & wine,naked as we came,2gUSIsapdX6jEJ0DvjqTt2,0.367,0.208,4,-16.734,1,0.0363,0.629,0.0584,0.106,0.663,172.358
48,parker millsap,in between,7jsdurLwZkppuDDhLPQ9IW,0.386,0.271,5,-12.452,1,0.0413,0.903,6.27e-06,0.121,0.311,162.336
49,rhiannon giddens,waterbound (with francesco turrisi),6hm3iR9TjDa5FCfPhXrnXY,0.619,0.489,0,-10.268,1,0.0314,0.807,9.31e-05,0.124,0.724,87.244
50,nadia reid,call the days,43zbl1HtPGmdXktjOzRFXX,0.44,0.289,2,-11.797,1,0.0311,0.608,0.000748,0.13,0.142,75.13
52,joseph,honest,0WIzzUh0vzPHk58d3e8sXJ,0.41,0.44,10,-8.616,1,0.0307,0.662,0.0014,0.0663,0.304,98.097
53,"the paper kites, lucy rose",for all you give (feat. lucy rose),3GVCqeU1ckkSJtY86bwGSs,0.498,0.141,11,-17.14,0,0.0386,0.956,0.00348,0.109,0.352,139.099
54,aldous harding,the barrel - edit,5ptT7iorqwpxAtZzVuIei0,0.738,0.423,11,-8.192,1,0.0332,0.743,7.96e-05,0.119,0.612,87.066
55,brooke annibale,answers (acoustic),28peZbGhHydhLLeZb1FUbz,0.443,0.184,11,-11.547,0,0.0282,0.954,0.000107,0.107,0.223,98.631
56,the staves,nothing’s gonna happen,4WM5HfHQZ0N4o8HDNwRmRk,0.36,0.209,2,-12.289,1,0.0322,0.77,5.1e-05,0.129,0.213,75.349
57,angus & julia stone,mango tree,7DkFhmZ98yCgGNMa8cOPsg,0.592,0.426,2,-15.107,0,0.0305,0.832,0.0908,0.115,0.285,107.747
58,bon iver,re: stacks,2LthqyP0MLhGUBICwR1535,0.676,0.0812,2,-22.846,1,0.0398,0.979,0.416,0.118,0.314,125.053
59,amythyst kiah,wild turkey,4aX4dqpYXTxRMTcjekxPyp,0.584,0.275,6,-11.356,1,0.0292,0.795,5.01e-05,0.0924,0.266,103.088
60,sufjan stevens,should have known better,5I6y1KWmUoV5YCaIEcs1qs,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972
61,james vincent mcmorrow,"wicked game - recorded live at st canice cathedral, kilkenny",4MzySNjSdv9ZegSD13IVNV,0.549,0.177,11,-15.09,1,0.0363,0.877,0.0056,0.681,0.18,113.379
62,ocie elliott,take me home,45j9PpkMtx7mQorNkJ1H60,0.735,0.234,6,-11.113,1,0.0284,0.907,0.00112,0.0998,0.21,109.837
63,wyvern lingo,used,6QaBosEz0XcT3YuMYeTI1y,0.379,0.0938,2,-10.95,1,0.0391,0.938,0.0,0.0861,0.18,114.199
65,vance joy,mess is mine,29jtZGdgpE2lWm2mkIt6HS,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043
66,the staves,mexico,6x7oPOBrfsqx9WbON5X1go,0.558,0.117,5,-16.958,1,0.0345,0.964,0.000686,0.0847,0.174,131.847
67,charm of finches,pockets of stones,287I3ix4mUm7NsrYLklUfT,0.525,0.401,6,-9.352,1,0.0376,0.788,0.0,0.0973,0.249,141.858
68,lola kirke,lights on,7e7nXPRyZb2SvsluDyBmSZ,0.333,0.163,0,-11.982,1,0.0325,0.935,3.21e-06,0.0997,0.302,185.39
69,novo amor,decimal,6eusWfAal7mOOLr0XFLkiY,0.577,0.434,7,-8.437,1,0.0303,0.887,0.215,0.0822,0.321,79.497
70,anna st. louis,daisy,0z2NEiu43ZN5r3OuUi2Cud,0.404,0.245,7,-13.24,1,0.0432,0.949,0.784,0.0931,0.0396,94.197
71,front country,how can you sing,5IbOyjdsyw9j0hHhM37M1A,0.589,0.239,0,-13.022,1,0.0292,0.762,0.000305,0.0627,0.137,95.079
72,aaron espe,only time,47U42WYf8WrHGqCCPPGV34,0.685,0.262,9,-12.107,0,0.038,0.737,1.76e-05,0.11,0.361,135.97
74,dervish,the west coast of clare,5Jd4WYKDUvvGQyAkkMLSsP,0.32,0.0948,2,-14.814,0,0.0395,0.963,0.000303,0.0907,0.219,121.581
75,katy kirby,portals,0ImWtrT2Vb0I5jS6idHdGU,0.407,0.0555,1,-18.022,1,0.0393,0.825,0.0,0.122,0.0775,125.727
76,rosie carney,thousand - acoustic,0NSqOUjf55rgVEqN7e9fhb,0.477,0.0785,1,-18.083,1,0.0367,0.957,0.00302,0.0703,0.192,109.482
77,gia margaret,smoke - acoustic,4WkXg0OeMYPY7oM9ZRq6mm,0.528,0.3,7,-14.82,1,0.0389,0.778,0.152,0.317,0.259,86.009
78,fionn regan,turn the skies of blue on,2sPs3jx1I2IcJczysRAi5e,0.447,0.294,0,-19.696,1,0.0329,0.818,0.824,0.147,0.442,204.085
79,rosier,paula collins,6u6xrnKXzVVlInlfiHFZsP,0.519,0.308,4,-12.706,1,0.0269,0.777,0.00316,0.352,0.366,151.96
80,maple glider,swimming,69cm7J1zKMbS9z4oYObomm,0.716,0.427,9,-6.757,1,0.0273,0.722,8.21e-05,0.164,0.176,109.925
81,aisha badru,mind on fire,45RX9we2ExTAPtPmHRJT9C,0.345,0.132,7,-13.633,1,0.052,0.865,0.0144,0.114,0.0414,208.648
82,courtney hartman,here's to the ones,588oFEJjaq8zNXj1zCQtyQ,0.48,0.235,10,-13.446,1,0.029,0.861,0.0033,0.114,0.141,136.1
83,the sweeplings,hold me - alternate version,3JiqfgX20NPxT070KqaQV7,0.485,0.279,2,-10.512,0,0.031,0.871,0.0,0.102,0.134,134.02
84,henry jamison,the rains,5Wvf91821sBE8aErRtpfRN,0.689,0.399,6,-10.906,1,0.028,0.648,0.0167,0.0704,0.432,117.027
85,corey kilgannon,whale song,0qFFiR3SiXqgnQvX6Q1WOO,0.354,0.262,5,-11.502,1,0.0301,0.926,0.000415,0.153,0.569,179.234
86,dani larkin,love part three,5OoccFPlv12WWzdzJfcrfx,0.542,0.297,10,-11.512,1,0.0327,0.88,1.55e-06,0.115,0.04,105.026
87,matthew and the atlas,elijah - acoustic version,5USnlTd40L2fKioMeNMOBJ,0.334,0.165,6,-13.99,1,0.0322,0.974,0.0113,0.101,0.179,94.201
89,leon bridges,beyond,1Omt5bfz1tZUCqd26HxbS0,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014
90,caiola,alaska,5p0WgCCVI5LnWaUEXv1OBl,0.462,0.417,3,-8.533,1,0.0342,0.86,0.00347,0.106,0.348,100.979
91,mandolin orange,echo - recorded at spotify studios nyc,2d7lM2tUbVZbfOvmJFn4pw,0.512,0.368,7,-12.328,1,0.0425,0.958,0.0157,0.0613,0.612,181.676
92,jade bird,houdini,7upm07Y3Fx4AJs5G5OqG1A,0.258,0.554,0,-9.404,1,0.0324,0.278,0.000258,0.159,0.162,178.325
93,"rayland baxter, dylan leblanc","mother, mother",6X0hjAJlVW9PiqQIaGsVzd,0.372,0.105,4,-19.241,1,0.0298,0.899,0.000459,0.321,0.565,163.804
94,robby hecht,not a number,3BZj98tFgveomZpZVboqRs,0.465,0.206,2,-14.145,1,0.0333,0.874,0.00241,0.102,0.234,138.326
95,joshua burnside,desert wine (acoustic),0q15u75SrhGbo1w4BgyAuK,0.412,0.109,11,-16.518,1,0.0394,0.971,0.00214,0.108,0.234,76.034
96,skullcrusher,song for nick drake,7ziCau3pxkib4zGiCk2njz,0.425,0.284,4,-12.225,1,0.0287,0.89,0.0423,0.112,0.206,97.976
97,savannah conley,"surprise, surprise",3dcHxeQx9i7SxLb2VpWQmA,0.481,0.134,1,-17.099,1,0.0461,0.608,9.02e-05,0.0992,0.0753,120.27
98,woodlock,forever ago,3C9JEhvBWBhsS7ly2noNvu,0.395,0.198,9,-16.971,1,0.0362,0.923,0.0703,0.0786,0.0714,81.97
99,darling west,rolling on,4kOLAEpK2YKpcMMnjVdiXy,0.534,0.285,1,-15.696,1,0.0302,0.783,0.000306,0.104,0.3,93.949
100,gregory alan isakov,san luis,7gDNQLV9cr8449LFrQbk5J,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459
101,harrison storm,sense of home,68wibJU4yMiqNX79IaLAsN,0.564,0.207,3,-10.926,1,0.032,0.892,1.8e-06,0.102,0.0898,139.933
102,phoebe bridgers,kyoto - spotify singles,1w2gRlZvcIkuJHYr9Y0cE4,0.362,0.268,11,-11.272,1,0.0351,0.926,0.0576,0.346,0.327,123.587
103,marc scibilia,already miss you (acoustic),1f30s7FJbAMtNvpMIeV6ci,0.525,0.195,9,-14.72,1,0.0301,0.739,0.0,0.119,0.22,143.256
104,hollow coves,ran away,78zr1MlCMHyqdwTC1LcXRD,0.462,0.513,0,-11.05,1,0.0248,0.326,0.0572,0.0836,0.23,87.426
105,lowland hum,vedauwoo,7f34NzgqC100aAxrtwurEi,0.643,0.213,3,-15.584,1,0.0324,0.891,0.00138,0.211,0.12,137.709
106,clea,polyester,7hfXWCR9YTkaD4TUk3y2ee,0.379,0.0849,11,-17.825,1,0.0491,0.878,8.01e-05,0.109,0.188,167.557
107,angel snow,secret - acoustic,2DAshXha1ZTujz0pP7E28P,0.599,0.295,3,-11.548,1,0.0264,0.655,0.000921,0.102,0.145,112.58
108,first aid kit,emmylou - spotify sessions,7exdcu9SmgcrZ7hW9ZdcYo,0.336,0.647,6,-7.718,1,0.039,0.142,0.00616,0.826,0.207,94.948
109,fortunate ones,before you,60GSDg8mVq5lIwBdQ8Fdgv,0.505,0.252,9,-10.169,1,0.0321,0.765,0.0,0.0829,0.393,80.83
110,jason isbell and the 400 unit,if we were vampires,250RLekaiL1q9qZer975Eg,0.629,0.208,5,-16.225,1,0.0324,0.824,3.7e-06,0.107,0.685,96.609
111,erin rae,putting on airs,08HL66o1xVAxrQkdUkMb7D,0.612,0.433,4,-11.362,1,0.0301,0.288,0.00191,0.315,0.456,118.68
112,kina grannis,memory,4hi9OKSZA7jVKXoXvjjipG,0.579,0.0685,10,-19.86,1,0.0332,0.807,0.0,0.0887,0.167,109.547
114,"courtney hartman, taylor ashton",wayside,1qIktGpjJbiikPxFDbuh1L,0.629,0.23,10,-12.604,1,0.0364,0.939,0.00123,0.123,0.62,117.177
115,john paul white,heart like a kite,6ZLbTGaTZnJ3PzQMmj9MCR,0.433,0.268,11,-10.418,0,0.0274,0.642,8.72e-06,0.138,0.173,104.512
116,kacey musgraves,slow burn,6ET9kf9riLETWs9lePUEAI,0.555,0.43,2,-9.105,1,0.0295,0.462,0.000191,0.0869,0.274,147.613
117,donovan woods,seeing other people,2OX5cec5sbZDSQOa7klacx,0.432,0.448,8,-10.431,1,0.0358,0.719,3.07e-05,0.1,0.352,77.019
118,joy williams,front porch,5sVyefkGgQeYCgnqr4KslQ,0.567,0.224,1,-10.024,1,0.0299,0.887,0.0,0.109,0.2,124.44
119,the head and the heart,winter song,01NSrsQkOZ3PgRcGLGrOT5,0.54,0.253,5,-14.274,1,0.032,0.837,0.00139,0.117,0.32,171.949
120,blanco white,colder heavens,15qtOgzv7mW3CQWQVgWIM6,0.383,0.547,5,-9.899,0,0.0376,0.771,0.00216,0.0913,0.282,91.899
122,phoebe bridgers,motion sickness (demo - bonus track),2JxSX1MtCIAxHGlas7ysJs,0.353,0.239,1,-11.059,1,0.0296,0.954,3.68e-05,0.131,0.159,95.136
123,jack johnson,new paint - recorded at spotify studios nyc,31VTJ3Bj2qQC6FzLht4Faz,0.708,0.223,7,-11.977,1,0.0636,0.815,0.0,0.0883,0.394,132.369
124,"sara watkins, sarah jarosz",be my husband,3mDIyXDpODxsvDkl9hjd3F,0.866,0.193,1,-11.041,1,0.188,0.629,0.0,0.0774,0.329,80.053
125,langhorne slim,life is confusing - recorded at sound stage studios nashville,3xTqO5pmcvcQ42RIYodPNO,0.57,0.157,1,-12.813,1,0.0379,0.956,6.89e-05,0.11,0.515,123.276
126,matilda mann,as it is,3nqhacrhmERFCAO6YTCAMB,0.657,0.258,10,-12.613,1,0.0311,0.908,2.79e-06,0.116,0.318,127.725
127,andrea von kampen,portland,52EUFsBXu1FG5iTnTE9W2M,0.326,0.221,11,-13.303,1,0.0346,0.872,0.0231,0.11,0.134,73.577
128,ira wolf,great divide,2n0UqC7DiRhelPWPkhviUH,0.372,0.444,5,-9.036,1,0.0295,0.82,7.28e-05,0.141,0.357,162.3
129,fenne lily,top to toe,1I6hI9D2b1UXZUGoP8ixM0,0.569,0.184,1,-12.842,1,0.0584,0.908,0.0,0.114,0.309,110.916
130,gregory alan isakov,chemicals,2wDuq7nBkGJjO4ykq3aJ4D,0.608,0.238,0,-13.604,1,0.0434,0.885,0.125,0.111,0.27,78.013
131,jesca hoop,pegasi,4DSIaN45JesvflRtHwEp2U,0.578,0.245,2,-8.901,1,0.0287,0.938,0.0,0.107,0.509,89.566
132,julia jacklin,elizabeth,5EKNKTFks7NkmPYooUt15a,0.452,0.139,9,-13.745,1,0.0343,0.925,0.000945,0.113,0.248,123.916
133,josiah and the bonnevilles,back to tennessee,6yVZtPADFaHeYpeAS45Gz2,0.458,0.453,2,-8.545,1,0.0278,0.306,1.11e-05,0.149,0.224,91.779
134,roo panes,tiger striped sky,2Cx61IzUXPJyhv3GzGtsZ3,0.473,0.317,2,-10.324,1,0.0318,0.944,0.0124,0.11,0.132,139.899
135,john craigie,i am california,27ytYULTu6QSZBhGaOKq9i,0.455,0.172,3,-10.265,1,0.0307,0.236,0.0013,0.102,0.189,118.161
136,donovan woods,it'll work itself out,1WvRxjDesc8qkTwYQO55gI,0.625,0.432,5,-12.19,1,0.0313,0.108,0.00304,0.0995,0.538,98.002
137,christian lee hutson,northsiders,4EPLcAKK32fBbMi8yu4aSd,0.438,0.281,9,-14.448,1,0.035,0.657,0.000305,0.109,0.377,137.398
138,peter bradley adams,my arms were always around you,02a2RQEICEzbdPPYh0aLnJ,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485
139,james vincent mcmorrow,waiting,5vnEI7lOTPqulXqBuV7o3w,0.362,0.192,10,-14.068,1,0.0499,0.917,7.07e-06,0.0899,0.22,77.32
140,"samia, anjimile",waverly - anjimile version,381NH2HA2mjllxsXuASEm7,0.571,0.189,2,-14.284,0,0.0389,0.94,1.88e-06,0.202,0.285,83.909
141,anna mieke,warped window,0C0ESa1ZZ5taXaYUxwnvx9,0.514,0.0533,8,-16.276,1,0.045,0.932,1.16e-05,0.113,0.176,113.861
142,aoife o'donovan,porch light,3fUle3MRHVnEspDxGMrvNQ,0.359,0.538,1,-8.487,1,0.0302,0.717,0.000489,0.228,0.568,95.123
143,the milk carton kids,i'll be gone,7ejUNmLIkfpdVe3gySTdPN,0.593,0.447,7,-10.497,0,0.0325,0.862,8.78e-05,0.116,0.194,114.233
144,marc scibilia,seed of joy,6kUQwpX1ogl5inar6fE3bx,0.587,0.474,9,-9.501,1,0.0359,0.54,0.000106,0.375,0.361,147.901
145,julien baker,blacktop,0dFf2G2Q5SdYbvcLDK58EB,0.507,0.0694,7,-16.812,1,0.0335,0.94,0.00112,0.111,0.089,105.426
146,mick flannery,how i miss you,5QNxAH2pQLs8i7w6M9wH2x,0.416,0.281,7,-8.739,1,0.0312,0.872,0.000261,0.0985,0.147,89.281
147,jason isbell and the 400 unit,only children,6BzU6BMqMd4qelkWTjLwKy,0.544,0.406,4,-10.715,0,0.0346,0.655,0.00179,0.0858,0.236,89.499
148,gregory alan isakov,big black car,3Kj2EWpIBnvETsYq4cq0IH,0.572,0.183,3,-16.069,1,0.0323,0.897,0.00275,0.103,0.404,110.029
150,wilderado,sorrow - acoustic,0c5jwdFCYNXujjK785yYrI,0.567,0.224,0,-10.558,1,0.0288,0.921,0.0,0.102,0.292,143.982
151,angelo de augustine,santa barbara,0v6lbGn9fC1YEa7WQZjFNX,0.597,0.157,7,-17.199,0,0.0451,0.962,0.0259,0.107,0.498,81.009
152,the lumineers,angela (single version),5kGBSOrKYmhRfdPBw4xD8D,0.652,0.601,4,-7.988,1,0.0317,0.625,0.000165,0.17,0.302,130.308
154,isobel anderson,feathers,3QWZ2jViafoN9OBHI7vQoI,0.521,0.194,2,-14.412,1,0.0457,0.929,0.0,0.0931,0.324,115.392
